Genome,ERR11181229.sorted Relative Abundance (%),ERR11181230.sorted Relative Abundance (%),ERR11181231.sorted Relative Abundance (%),ERR11181232.sorted Relative Abundance (%),ERR11181233.sorted Relative Abundance (%),ERR11181234.sorted Relative Abundance (%),ERR11181235.sorted Relative Abundance (%),ERR11181236.sorted Relative Abundance (%),ERR11181237.sorted Relative Abundance (%),ERR11181238.sorted Relative Abundance (%),ERR11181239.sorted Relative Abundance (%),ERR11181240.sorted Relative Abundance (%),ERR11181241.sorted Relative Abundance (%),ERR11181242.sorted Relative Abundance (%),ERR11181243.sorted Relative Abundance (%),ERR11181244.sorted Relative Abundance (%),ERR11181245.sorted Relative Abundance (%),ERR11181246.sorted Relative Abundance (%),ERR11181247.sorted Relative Abundance (%),ERR11181248.sorted Relative Abundance (%),ERR11181249.sorted Relative Abundance (%),ERR11181250.sorted Relative Abundance (%),TotalAbundance
binning_output.001,6.0469093,0.22501633,5.0392094,6.9123855,7.9083705,5.6340146,2.5992234,1.2675877,1.9961101,1.5808063,0.41233826,1.9604858,3.1084003,9.6763525,5.329985,1.8597031,3.7164378,4.4912214,6.2941165,6.484365,6.9399796,0.0,89.48301839
binning_output.002,4.548155,0.1631715,3.908356,5.3086686,6.020418,4.4412966,2.014617,1.2738854,1.6505076,1.202011,0.273836,1.6286358,2.3950539,7.3834925,4.3084974,1.4299825,3.0362036,3.4686136,4.910238,4.8994274,5.2928047,0.0,69.55787210000001
binning_output.003,3.3746638,0.12995966,2.8333411,3.8645117,4.3585124,3.0546386,1.4509737,0.8171806,1.2119825,0.9080195,0.23764567,1.1787087,1.7558057,5.131031,2.8861363,1.0858794,2.1932783,2.6857126,3.5347433,3.590082,3.7420635,0.0,50.02487003000002
binning_output.004,1.1581376,0.056288727,1.5016278,1.2741296,1.2543782,2.1704876,1.418085,4.4002876,3.6600971,0.9168835,0.2187419,2.2031546,1.5970215,1.2393523,2.6260293,0.63830733,2.6246784,1.3615978,1.8839487,1.909055,0.35856315,0.0,34.470852707000006
binning_output.006,2.133721,0.10520707,1.8493017,2.513543,2.9426904,1.8175159,0.83175457,0.18018924,0.565996,0.539851,0.10237119,0.47602707,1.0089597,3.3385308,1.6923381,0.6662593,1.0957048,1.6587335,2.2600102,2.2083826,2.7760437,0.0,30.763130840000002
binning_output.007,1.1645446,0.03888411,1.1317556,0.8314669,0.86455464,2.1312656,1.0026139,4.7515206,2.7238064,0.47925338,0.1274307,2.0734594,1.0555532,0.974386,2.6168976,0.43047476,1.887543,0.6651424,1.5510001,1.5974079,0.68631405,0.0,28.78527484
binning_output.005,0.9231364,0.0,0.99982977,0.6820987,0.6500077,1.885982,0.6958335,5.031178,2.4294293,0.22391859,0.06595439,2.23342,0.8166524,0.66679883,2.5932405,0.3886837,1.9737948,0.4195751,1.2046819,1.2190317,0.16294211,0.0,25.26618939
binning_output.010,0.74838483,0.0,0.7279473,0.5091997,0.52906984,1.5929056,0.563164,4.067623,2.335858,0.15697043,0.05152097,1.6996936,0.65166616,0.42940006,2.0450768,0.29329905,1.4228034,0.27617392,0.98164815,0.9625277,0.16758119,0.0,20.212513700000002
binning_output.009,0.5362683,0.07765392,0.70750684,0.52632254,0.47371626,1.1124362,0.61764526,2.1301944,2.0653136,0.4389504,0.15510002,1.1872308,0.7705453,0.44343114,1.3421804,0.32419968,1.069435,0.48648998,0.9341846,0.7576938,1.188897,2.4636183,19.80901374
binning_output.008,0.6484912,0.08326345,0.91651386,1.0446239,0.9029585,0.8550865,0.95396805,0.78909725,1.1724668,0.6622768,0.3757078,1.3683194,1.113563,0.6740069,0.9258969,0.5124704,2.0021045,1.5472004,1.2204951,0.8758573,0.25241742,0.027628006,18.924413436000005
binning_output.011,0.6049858,0.037722874,0.7485553,0.86490273,0.97712916,0.4629694,0.24502057,0.5941058,1.8866305,0.23754023,0.040861167,0.3729453,0.3145423,0.9323808,0.52244765,0.25202554,0.44865805,0.5529805,0.87327445,0.61737555,1.0819899,1.817463,14.486506571000001
binning_output.012,0.7575369,0.041643642,1.0817962,1.3528975,1.6534718,0.38075176,0.24664174,0.04248453,0.40380588,0.33937424,0.040668897,0.110611096,0.29889464,1.5242432,0.35997877,0.33272296,0.21699831,0.8255394,1.272298,0.6509805,2.3151822,0.0,14.248522164999999
binning_output.014,0.6378807,0.0,0.3197754,0.27264628,0.31566,0.5019483,0.26267317,1.0372858,0.6283417,0.2997078,0.033637077,0.47654244,0.27980027,2.0000107,0.5835293,0.24664211,1.0759052,0.2690771,0.37509203,0.5501931,0.33292314,0.0,10.499271617
binning_output.013,0.105506815,0.0,0.45145535,0.40223855,0.5989311,0.29492468,0.57083374,0.27517766,2.048405,0.6570881,0.045223724,0.29245427,0.52913064,0.7879044,0.22522004,0.21106099,0.25789753,0.940784,0.23918939,1.1367385,0.09234845,0.0,10.162512929
binning_output.015,0.20755078,0.0,0.4195323,0.48142716,0.43792194,0.47914714,0.6854323,0.31283417,1.1488284,0.4153855,0.11709565,0.46878532,0.60152584,0.30875772,0.44975305,0.1676237,1.1864495,0.57936054,0.6397105,0.33653876,0.08260264,0.0,9.52626291
binning_output.022,0.34240326,0.0,0.33860716,0.2148942,0.23019941,0.77667975,0.2886128,1.9216565,1.1240215,0.07779,0.02980949,0.7531172,0.31606832,0.17563587,0.95824826,0.13689506,0.6884417,0.13969359,0.4693293,0.47614515,0.0674439,0.0,9.52569242
binning_output.017,0.48896742,0.0,0.28434265,0.30735204,0.36689326,0.69695485,0.24289127,0.9287675,0.07448696,0.15813375,0.36553583,1.811327,0.3384,0.20981893,0.56273985,0.11732061,0.54031056,0.29872316,0.4062146,0.53624344,0.09959255,0.0,8.835016229999999
binning_output.016,0.37127808,0.0,0.33217046,0.27151898,0.29413655,0.5505122,0.2031352,1.2638098,0.6552812,0.1313622,0.026180875,0.64201605,0.274577,0.6461474,0.6986509,0.18549438,0.65786046,0.1880486,0.38800958,0.38408262,0.2110685,0.0,8.375341034999998
binning_output.021,0.35288164,0.0,0.1315987,0.3248174,0.12603545,0.2700915,0.12768036,0.4593321,0.049776398,0.064749464,0.7640814,2.8200126,0.25698936,0.11629472,0.54372615,0.085213,0.4877973,0.49347407,0.1675221,0.5487821,0.03335564,0.0,8.224211452
binning_output.019,0.0,0.8407849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3796163,8.2204012
binning_output.018,0.51465005,0.039535712,0.5392792,0.796048,0.8180327,0.29540083,0.17914762,0.025523838,0.18317004,0.1595831,0.044106532,0.09216561,0.21935548,0.7498596,0.27409813,0.21341191,0.18069834,0.56736016,0.5627633,0.51829517,0.92361313,0.0,7.896098451999999
binning_output.020,0.17270398,0.0,0.3247352,0.29343235,0.34366623,0.29649964,0.3822854,0.28592145,0.9590224,0.38436347,0.052918807,0.26666528,0.40067473,0.57264423,0.26079267,0.15843709,0.40216592,0.5103237,0.3039063,0.6008313,0.18799639,0.0,7.159986537
binning_output.023,0.10157303,0.0,0.3352449,0.39896554,0.35944492,0.33868933,0.58332616,0.14313272,1.1228637,0.3307803,0.02950319,0.06874406,0.51166797,0.22597662,0.30536634,0.0885235,0.7879018,0.45844948,0.54897624,0.20458297,0.057638004,0.0,7.0013507740000005
binning_output.024,0.0,0.71449876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9457703,6.66026906
binning_output.025,0.1782994,0.0,0.3001078,0.39642447,0.30992597,0.28748414,0.37139496,0.21446997,0.5688139,0.24373831,0.10002836,0.41663316,0.35121572,0.23422992,0.30850682,0.13600504,0.5711523,0.56957316,0.41809785,0.31057292,0.07570417,0.0,6.362378339999999
binning_output.026,0.41370305,0.37433854,0.42043236,0.6200281,0.56511617,0.21029755,0.16225469,0.07299443,0.19305079,0.13270074,0.04509869,0.077294506,0.17893647,0.45285326,0.14751832,0.16871232,0.1209138,0.50231874,0.37540144,0.38649046,0.5464686,0.0,6.166923026
binning_output.027,0.19158824,0.040081963,0.32436833,0.15848681,0.1110728,0.45411283,0.59107065,0.07171245,0.4460215,0.3458686,0.05164894,0.07603801,1.0073807,0.049170844,0.23219755,0.29929328,0.08564284,0.2877531,0.6833444,0.39031214,0.08489697,0.0,5.982062947
binning_output.028,0.3106042,0.0,0.18782325,0.1793434,0.16719842,0.32625788,0.22685824,0.61400634,0.08683477,0.14363271,0.2585766,1.0829341,0.23230883,0.10850081,0.3348818,0.09965588,0.47068238,0.32576227,0.24018382,0.5040835,0.047284752,0.0,5.947413952000001
binning_output.035,0.094027616,0.09072885,0.08557506,0.2657445,0.073860794,0.08638017,0.8069887,0.025893653,0.1827967,0.5004088,0.3394534,0.0,0.18774484,0.16054654,0.032614216,0.4559169,0.049895957,1.3220061,0.11143246,0.12047672,0.016738255,0.0,5.009230230999999
binning_output.032,0.17893194,0.0,0.2231181,0.11684532,0.1179376,0.2720128,0.17894143,0.52365196,0.42166534,0.14925882,0.6103576,0.21937604,0.21305637,0.086801685,0.23828298,0.06426829,0.49305737,0.18681362,0.28105196,0.28121117,0.13564926,0.0,4.9922896549999995
binning_output.033,0.15395159,0.040138144,0.1995027,0.20152852,0.13292968,0.11682714,0.3062027,0.06567479,0.2217766,0.21988036,0.22487283,0.19922203,0.26418284,0.08964508,0.097247034,0.16404371,0.21440211,1.1851573,0.33031574,0.3491544,0.03983483,0.0,4.816490128
binning_output.034,0.11729053,0.0,0.24112558,0.2854093,0.2259223,0.20570284,0.31079715,0.13972338,0.5147689,0.1982666,0.07793473,0.1700217,0.28112122,0.1454827,0.20391777,0.10045763,0.385277,0.42905524,0.3138727,0.2079312,0.053307105,0.0,4.607385575
binning_output.031,0.14885303,0.12856467,0.12827833,0.13167113,0.10649293,0.102303356,0.13721056,0.07156435,0.17749657,0.271865,0.043526795,0.11799863,0.14217006,0.3112501,0.4951034,0.13262162,0.24575159,0.13083336,0.12733111,0.13528363,0.9404332,0.33569843,4.562301851
binning_output.038,0.0,0.19317263,0.034690548,0.0,0.031442434,0.0,0.09807568,0.0,0.04364682,0.6106488,0.04346446,0.0,0.16343541,0.024413934,0.0,1.0257871,0.0,0.055299513,0.029435357,0.0,0.0,2.1829102,4.536422886
binning_output.036,0.09560133,0.40232587,0.1298482,0.07360668,0.078438714,0.14979884,0.17034101,0.09499417,0.2379896,0.40623575,0.23215498,0.071252115,0.21568172,0.27125907,0.11177533,0.07105287,0.24487013,0.124667846,0.18989873,0.1774164,0.30143625,0.51235163,4.362997235
binning_output.030,0.44624737,0.0,0.14520088,0.14524953,0.16111863,0.07487423,0.21711156,0.0,0.058719497,0.11824537,0.0359806,0.062186077,0.08099959,1.3143896,0.06363419,0.077966705,0.22108698,0.10860335,0.105694704,0.7724717,0.12322938,0.0,4.3330099429999995
binning_output.029,0.31574443,0.0,0.1486797,0.14531685,0.14038807,0.1731048,0.12684377,0.19989143,0.13157263,0.12712961,0.020816112,0.17085865,0.1309316,0.98476124,0.17089416,0.16935715,0.3150525,0.10907954,0.13029632,0.45939806,0.11003153,0.0,4.280148152000001
binning_output.039,0.14589089,0.0,0.1776893,0.10991923,0.123206384,0.3280165,0.16650993,0.64977574,0.4456343,0.099879295,0.057229433,0.29076323,0.1944918,0.124332614,0.35923257,0.076152675,0.29967663,0.10378294,0.22148998,0.22585651,0.07822362,0.0,4.277753571
binning_output.037,0.10941387,0.0,0.2005112,0.2013088,0.17660412,0.16328749,0.18254077,0.14316276,0.32912883,0.14351727,0.057358142,0.18185025,0.1954171,0.18512322,0.16211982,0.06876275,0.3612439,0.38223058,0.21528478,0.20570737,0.17112859,0.0,3.835701612
binning_output.043,0.0,0.1071277,0.020214811,0.0,0.024392737,0.0,0.057462923,0.0,0.022607313,0.2297835,0.02380136,0.0,0.111163236,0.022011595,0.0,0.66896075,0.063604966,0.052240793,0.024646465,0.0,0.024255408,2.1407928,3.5930663569999997
binning_output.040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5950929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9582784,0.0,3.5533713000000002
binning_output.044,0.13273993,0.036195077,0.23436028,0.08192184,0.072078235,0.28451332,0.38843372,0.0,0.24513026,0.18463705,0.05908151,0.040762343,0.60355985,0.03512624,0.14959525,0.14815116,0.041402534,0.16111755,0.38856906,0.21401897,0.046899855,0.0,3.548294034
binning_output.045,0.16515973,0.0,0.1752912,0.10025204,0.12915295,0.20048657,0.11780988,0.36423674,0.047066398,0.08000304,0.11186464,0.5377123,0.13358456,0.06822105,0.16602448,0.061486673,0.4073837,0.2060868,0.17019528,0.26695383,0.03290589,0.0,3.541877751
binning_output.042,0.2626709,0.0,0.21423022,0.39296,0.30821759,0.17292811,0.120326586,0.017632974,0.123060115,0.072616436,0.029188804,0.045898847,0.11831349,0.30589104,0.109125845,0.11419624,0.08714,0.3191014,0.1774518,0.27122948,0.24545561,0.0,3.507635487
binning_output.048,0.14292742,0.044718124,0.09480044,0.09925577,0.084976554,0.15362395,0.10236299,0.2622921,0.05022154,0.0739244,0.28788105,0.6441628,0.11073347,0.09408036,0.15174489,0.039307512,0.37204042,0.23278806,0.118940316,0.21374688,0.049622614,0.0,3.4241516599999997
binning_output.047,0.048062745,0.0,0.065919854,0.06709457,0.06065443,0.0630024,0.052811034,0.10610259,0.06005757,0.081693515,0.0,0.07049475,0.069576345,0.115920514,0.075926565,2.1443472,0.115226164,0.04188713,0.0625897,0.06833882,0.036958184,0.0,3.40666408
binning_output.041,0.070208944,0.0,0.30556285,0.12873888,0.11718201,0.22359104,0.17889157,0.10698597,0.03355616,0.07488536,0.0,0.7058725,0.20058128,0.0822389,0.4192581,0.21260034,0.0,0.043226514,0.27468064,0.027662596,0.117208414,0.0,3.322932068
binning_output.052,0.12782612,0.030288503,0.21111438,0.09950483,0.1441503,0.13302335,0.09773878,0.22404054,0.04720822,0.07323047,0.16788648,0.4462965,0.122568324,0.081574924,0.12228369,0.05022488,0.30306566,0.24114293,0.17074423,0.16422798,0.048640784,0.0,3.106781875
binning_output.049,0.14074373,0.0,0.14842243,0.09707455,0.07201556,0.17151205,0.28062767,0.04355882,0.52060425,0.17688744,0.09015114,0.050785214,0.22550128,0.06472285,0.07363006,0.12976345,0.06360706,0.31491527,0.110818915,0.24493515,0.02119417,0.0,3.0414710589999996
binning_output.051,0.15200071,0.0,0.09767128,0.09504589,0.078794986,0.17364751,0.100566015,0.3536052,0.038966786,0.062384605,0.13433503,0.46659482,0.10242829,0.046518154,0.15212284,0.06164639,0.2500675,0.18256909,0.11635602,0.27064207,0.024515426,0.0,2.9604786119999997
binning_output.050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4167798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407406,0.0,2.9575204
binning_output.054,0.17749323,0.0,0.09969346,0.07328768,0.081492916,0.21000183,0.10018321,0.43380305,0.04482351,0.053221215,0.058364972,0.33249077,0.07937541,0.037698176,0.112732604,0.035804737,0.24281676,0.14439748,0.09577229,0.33459055,0.017806228,0.0,2.765850078
binning_output.056,0.16548786,0.0,0.19272792,0.29765174,0.30572543,0.09199526,0.07635647,0.0,0.07872051,0.05179479,0.018450145,0.021445304,0.10141502,0.33243126,0.053806424,0.09293123,0.044747297,0.18118781,0.14380254,0.14947394,0.20679209,0.0,2.6069430399999995
binning_output.046,0.036160972,0.025973469,0.0,0.020442715,0.016656417,0.07643924,0.03412144,0.20901577,0.0,0.018054554,1.3738228,0.13268562,0.030999858,0.02062249,0.030681934,0.0,0.41852087,0.044953436,0.022074597,0.06750465,0.0,0.0,2.578730832
binning_output.055,0.08390326,0.0,0.14984594,0.17784491,0.138886,0.12268302,0.12986484,0.074602276,0.1887758,0.094642706,0.033953004,0.13395397,0.16046605,0.087213255,0.13459131,0.06768394,0.18765463,0.22869353,0.18001656,0.12019664,0.04200366,0.0,2.5374753009999997
binning_output.062,0.09259013,0.08442671,0.091889456,0.10174252,0.10224127,0.068503976,0.11047555,0.038020156,0.13514994,0.09646931,0.03914064,0.050812557,0.12286493,0.15342452,0.03665506,0.121285446,0.12115771,0.21585116,0.12948827,0.10555915,0.038782,0.2748707,2.3314011609999996
binning_output.064,0.07749995,0.0,0.15833873,0.11598419,0.10280945,0.09703694,0.13245538,0.029810859,0.10167547,0.0963042,0.052720357,0.075675175,0.17524584,0.07789732,0.09133796,0.092088774,0.1443106,0.3260042,0.19000582,0.10968598,0.02389071,0.0,2.270777905
binning_output.061,0.082525045,0.0,0.29659933,0.30862203,0.34325203,0.057641435,0.07663734,0.045054976,0.046953674,0.074334376,0.0,0.035804547,0.054642502,0.11025902,0.05248973,0.099172756,0.05078107,0.09436333,0.22575319,0.077962734,0.13379142,0.0,2.266640535
binning_output.065,0.045235172,0.0,0.13996994,0.08424385,0.06346891,0.0758611,0.122197114,0.0,0.35680056,0.13556239,0.0,0.0,0.16684799,0.014909543,0.038963486,0.027850647,0.26881665,0.19966516,0.2718764,0.10695345,0.04601184,0.0,2.1652342019999993
binning_output.081,0.0,0.14501399,0.0,0.0,0.0,0.0,0.18555447,0.0,0.016109215,0.26073477,0.013489203,0.0,0.17284921,0.0,0.0,0.9324449,0.058094274,0.05717153,0.027145077,0.0,0.0,0.29631397,2.1649206089999997
binning_output.068,0.05865758,0.0,0.104382426,0.06409977,0.07449934,0.16982749,0.103468806,0.21412331,0.17437172,0.04978138,0.14343517,0.16797987,0.11752797,0.055808455,0.14619032,0.03341731,0.15278688,0.08588463,0.11215584,0.096671626,0.035080273,0.0,2.160150166
binning_output.066,0.0852417,0.13531168,0.07913607,0.08893362,0.09443242,0.06764399,0.11264403,0.034407932,0.16142295,0.103757024,0.035161454,0.046816517,0.10300103,0.14805496,0.026818223,0.077371076,0.09149285,0.22451292,0.113523856,0.10627053,0.0358729,0.16773807,2.1395658020000003
binning_output.088,0.0,1.2408781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8941097,2.1349878
binning_output.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25369126,0.7830867,0.0,0.0,0.045625217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0372276,0.0,2.1196307770000002
binning_output.060,0.13756846,0.0,0.058990348,0.10392141,0.06707594,0.07883383,0.060257852,0.17160238,0.022852965,0.05354287,0.12617618,0.34512722,0.05842596,0.027056418,0.09466529,0.0484515,0.16475073,0.15409778,0.056887407,0.17439082,0.07732614,0.0,2.0820015
binning_output.077,0.0,0.067317285,0.020818941,0.0,0.020655453,0.013544728,0.076544024,0.0,0.028095879,0.12623191,0.026000654,0.0,0.28297982,0.01882684,0.019476196,0.8207147,0.17458443,0.08630331,0.051215988,0.0,0.036897447,0.20798336,2.0781909649999997
binning_output.059,0.08688271,0.0,0.122116104,0.12580918,0.13546276,0.16378663,0.12588456,0.03568385,0.08270187,0.04739024,0.0,0.25615987,0.14657971,0.15856332,0.18642227,0.023962729,0.033338916,0.061908692,0.10829219,0.08336984,0.07095342,0.0,2.055268861
binning_output.058,0.0,0.0,0.0,0.0,0.0165975,0.0,0.0,0.0,0.0,0.3757808,0.0,0.0,0.0,0.0,0.0,0.035011265,0.0,0.0,0.0,0.0,1.6204801,0.0,2.047869665
binning_output.070,0.084888734,0.025046876,0.22441849,0.23189265,0.3231613,0.035388257,0.06273884,0.0,0.04411235,0.1016019,0.029251017,0.0,0.095552064,0.08654456,0.024412178,0.18867968,0.037461888,0.11136319,0.102917984,0.062180422,0.15295821,0.0,2.02457059
binning_output.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2505108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75406224,0.0,2.00457304
binning_output.078,0.117500395,0.028333947,0.19054662,0.04863304,0.05063717,0.16432758,0.18303987,0.0,0.1097206,0.06313095,0.04187197,0.023335436,0.31191868,0.019422278,0.10739106,0.050370142,0.018969564,0.093136296,0.18032816,0.13401026,0.019385954,0.0,1.9560099720000002
binning_output.084,0.0,0.0,0.0,0.0,0.0,0.0,0.20804703,0.0,0.01389512,0.2866207,0.0,0.0,0.18006986,0.0,0.0,0.9462401,0.0,0.047460068,0.027068112,0.0,0.0,0.22085078,1.93025177
binning_output.063,0.06493445,0.0,0.07722648,0.056478415,0.05792205,0.10715121,0.08629881,0.16161354,0.115828104,0.07222269,0.0,0.1352857,0.086536065,0.13140629,0.1477125,0.23216689,0.13247068,0.04736852,0.07371074,0.09803089,0.03438783,0.0,1.918751854
binning_output.075,0.043599166,0.0,0.091947354,0.05506039,0.047181677,0.073656514,0.12927915,0.017953992,0.063749515,0.10782143,0.029522467,0.02796963,0.20637342,0.08283632,0.037378535,0.07946381,0.35685477,0.17699856,0.16480048,0.05376013,0.013506453,0.0,1.8597137629999998
binning_output.073,0.08186845,0.0,0.1267593,0.09015767,0.08823305,0.080446616,0.08552814,0.05982497,0.059097834,0.06128787,0.054205336,0.14057955,0.10325899,0.059515566,0.08828494,0.055556267,0.10048588,0.2242146,0.12699102,0.10840231,0.022131903,0.0,1.8168302619999999
binning_output.083,0.09500651,0.0,0.063278,0.08200137,0.075596,0.0563367,0.115844496,0.018016228,0.11469153,0.10157111,0.038286425,0.026472831,0.12995964,0.08663331,0.017470866,0.16886993,0.049133487,0.28133512,0.12665524,0.10697357,0.028863383,0.0,1.7829957460000003
binning_output.090,0.036260918,0.034994386,0.06684581,0.030187046,0.046861563,0.025814934,0.05639614,0.03419152,0.014512253,0.054417573,0.08116309,0.099728465,0.049981084,0.019786876,0.031262122,0.29211494,0.06596752,0.10267718,0.052158106,0.042964965,0.016473722,0.5194011,1.7741613129999996
binning_output.072,0.09177188,0.0,0.06700433,0.05767781,0.052046508,0.11591652,0.064740404,0.18265797,0.03689458,0.04860127,0.08449609,0.24675336,0.057118244,0.02873572,0.08608759,0.032042827,0.1584098,0.096943855,0.07283544,0.1241138,0.019075172,0.0,1.72392317
binning_output.079,0.048373096,0.0,0.17819749,0.04233974,0.040589303,0.2699804,0.17432456,0.0,0.09837547,0.053134333,0.021226197,0.048502285,0.20636263,0.01092253,0.049394254,0.022796087,0.0,0.113805205,0.2151513,0.08911408,0.022129148,0.0,1.704718108
binning_output.067,0.025398694,0.0,0.04593397,0.09724292,0.060651883,0.16889396,0.0602192,0.16127156,0.12257364,0.027525943,0.0,0.1610981,0.050302237,0.06679736,0.16378047,0.0,0.3317678,0.054448824,0.03908402,0.044565342,0.022035211,0.0,1.703591134
binning_output.082,0.07962517,0.0,0.17072314,0.20577532,0.2624195,0.044419967,0.052897513,0.0,0.041634195,0.04737026,0.021520028,0.0,0.07564707,0.1543478,0.026243825,0.08773989,0.022504024,0.11199331,0.091103084,0.06889534,0.12634201,0.0,1.691201446
binning_output.080,0.075520046,0.0,0.19236599,0.20879096,0.27364814,0.040547803,0.045432385,0.0,0.030457504,0.050027262,0.01899636,0.0,0.06598749,0.11986402,0.033391587,0.09456491,0.02665725,0.0970886,0.1096525,0.06613727,0.13887827,0.0,1.688008347
binning_output.091,0.035190556,0.023666658,0.03810811,0.024505138,0.05297344,0.022589505,0.06275333,0.03565645,0.0,0.04575338,0.037232574,0.059890877,0.024483513,0.012141331,0.017617913,0.096538424,0.090351775,0.044297628,0.03900621,0.032842208,0.014416247,0.87069845,1.6807137170000002
binning_output.076,0.06445417,0.0,0.07363632,0.08696783,0.06245539,0.0646204,0.08131716,0.040292963,0.08087201,0.06653879,0.069079116,0.12059706,0.14940073,0.054553118,0.06944219,0.06043916,0.09467342,0.20871189,0.084574655,0.080128364,0.03089413,0.0,1.643648866
binning_output.074,0.12743066,0.0,0.06416367,0.0775158,0.07821918,0.074565835,0.10330971,0.038427033,0.05819394,0.03442333,0.0,0.13723405,0.19943823,0.072284706,0.1957787,0.13080439,0.0,0.024206901,0.05344877,0.049050495,0.06398487,0.0,1.5824802699999998
